ECTu_DIS_WB>OLYu_DIS_WB@DIS,District,WB,38,562,ECTu,Earl's Court,618,OLYu,Kensington (Olympia),2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ECTu_DIS_WB>WBTu_DIS_WB@DIS,District,WB,39,562,ECTu,Earl's Court,755,WBTu,West Brompton,244,17,42,72,46,38,29,0,0,1,2,2,4,4,4,3,4,3,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,3,5,4,3,4,4,4,4,3,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
WBTu_DIS_WB>FBYu_DIS_WB@DIS,District,WB,40,755,WBTu,West Brompton,581,FBYu,Fulham Broadway,244,16,43,72,45,39,29,0,0,1,2,2,4,3,4,4,4,3,3,4,5,4,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,3,4,4,4,4,4,3,4,4,4,4,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
FBYu_DIS_WB>PGRu_DIS_WB@DIS,District,WB,41,581,FBYu,Fulham Broadway,672,PGRu,Parsons Green,244,15,43,72,46,38,30,0,0,1,1,3,3,4,3,4,4,3,3,5,4,4,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,3,4,5,3,4,4,3,5,3,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
PGRu_DIS_WB>PUTu_DIS_WB@DIS,District,WB,42,672,PGRu,Parsons Green,678,PUTu,Putney Bridge,248,19,43,72,45,39,30,1,1,2,1,3,4,3,4,4,4,3,3,4,5,3,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,5,3,4,4,4,4,3,4,4,4,4,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
PUTu_DIS_WB>EPYu_DIS_WB@DIS,District,WB,43,678,PUTu,Putney Bridge,567,EPYu,East Putney,248,19,43,72,45,39,30,1,1,2,1,3,3,4,4,4,3,4,3,3,5,4,4,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,4,4,4,3,4,5,3,4,4,3,5,3,4,4,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
EPYu_DIS_WB>SFSu_DIS_WB@DIS,District,WB,44,567,EPYu,East Putney,705,SFSu,Southfields,248,18,43,72,45,39,31,1,1,2,1,2,3,4,4,4,4,3,3,4,5,3,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,5,3,4,4,4,4,3,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
SFSu_DIS_WB>WMPu_DIS_WB@DIS,District,WB,45,705,SFSu,Southfields,768,WMPu,Wimbledon Park,248,18,43,72,44,40,31,0,2,2,0,3,3,4,4,3,4,4,3,3,5,4,4,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,3,4,4,4,4,4,3,4,4,4,4,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
WMPu_DIS_WB>WIMu_DIS_WB@DIS,District,WB,46,768,WMPu,Wimbledon Park,767,WIMu,Wimbledon,248,17,43,72,45,39,32,0,1,2,1,2,3,4,4,4,3,4,3,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,3,4,4,4,4,3,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ECTu_DIS_WB>WKNu_DIS_WB@DIS,District,WB,47,562,ECTu,Earl's Court,760,WKNu,West Kensington,247,14,40,74,37,42,40,0,1,2,2,2,2,2,3,3,3,4,3,3,3,3,3,3,4,3,5,4,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,2,4,3,3,3,4,2,4,3,3,5,3,3,5,4,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
WKNu_DIS_WB>BCTu_DIS_WB@DIS,District,WB,48,760,WKNu,West Kensington,516,BCTu,Barons Court,247,14,39,75,37,42,40,0,1,2,2,2,2,2,3,3,3,3,3,4,2,3,3,3,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,4,3,5,3,3,4,5,3,3,3,3,3,3,3,3,3,3,3,5,4,4,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
BCTu_DIS_WB>HMDu_DIS_WB@DIS,District,WB,49,516,BCTu,Barons Court,593,HMDu,Hammersmith (DIS),251,17,39,75,38,42,40,0,1,2,3,3,2,3,3,3,3,4,3,3,3,3,3,3,4,3,4,5,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,2,4,2,3,3,4,2,4,3,3,3,3,3,4,3,3,3,4,4,4,2,5,4,4,3,3,3,3,3,3,3,3,3,3,4,5,3,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
HMDu_DIS_WB>RCPu_DIS_WB@DIS,District,WB,50,593,HMDu,Hammersmith (DIS),682,RCPu,Ravenscourt Park,251,17,39,75,37,42,41,0,1,2,3,3,2,3,3,3,3,3,4,2,4,2,4,2,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,4,3,4,4,3,4,5,3,3,3,3,3,3,3,3,3,3,3,5,4,4,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RCPu_DIS_WB>STBu_DIS_WB@DIS,District,WB,51,682,RCPu,Ravenscourt Park,713,STBu,Stamford Brook,251,16,40,75,37,42,41,0,1,2,3,2,2,4,2,3,4,3,3,3,3,3,4,2,4,3,5,3,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,4,3,3,3,3,3,4,3,3,3,4,3,4,3,4,4,4,4,3,3,3,3,3,3,3,3,3,3,4,5,3,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
STBu_DIS_WB>TGRu_DIS_WB@DIS,District,WB,52,713,STBu,Stamford Brook,734,TGRu,Turnham Green,251,16,39,75,38,41,42,0,1,2,2,3,2,4,2,3,3,3,4,3,3,3,3,3,3,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,2,3,3,3,3,3,4,3,2,4,3,4,3,3,2,4,3,5,3,3,4,4,4,3,3,3,3,3,3,3,3,3,3,5,4,4,3,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
TGRu_DIS_WB>GUNu_DIS_WB@DIS,District,WB,53,734,TGRu,Turnham Green,591,GUNu,Gunnersbury,118,9,18,36,19,19,17,0,0,1,2,2,1,1,2,1,2,2,2,2,1,2,1,2,1,1,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,3,1,2,1,2,1,2,2,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
GUNu_DIS_WB>KEWu_DIS_WB@DIS,District,WB,54,591,GUNu,Gunnersbury,621,KEWu,Kew Gardens,118,9,18,36,19,19,17,0,0,1,1,2,1,2,2,1,2,1,3,1,2,1,2,1,2,1,1,2,1,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,2,2,1,2,1,2,2,1,2,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
KEWu_DIS_WB>RMDu_DIS_WB@DIS,District,WB,55,621,KEWu,Kew Gardens,686,RMDu,Richmond,118,9,18,36,19,19,17,0,0,1,1,2,1,2,2,1,2,1,2,2,2,1,1,2,1,2,1,1,2,1,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,2,1,2,1,2,1,1,2,2,1,1,2,2,2,1,2,2,1,2,2,1,2,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
TGRu_DIS_WB>CHPu_DIS_WB@DIS,District,WB,56,734,TGRu,Turnham Green,545,CHPu,Chiswick Park,133,7,20,40,18,23,25,0,0,1,1,1,1,2,1,1,2,1,2,1,2,1,1,2,2,2,3,3,3,1,3,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,2,2,2,2,1,4,2,2,1,2,1,2,1,2,1,2,1,3,3,2,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
CHPu_DIS_WB>ACTu_DIS_WB@DIS,District,WB,57,545,CHPu,Chiswick Park,500,ACTu,Acton Town,133,7,20,40,18,23,25,0,0,1,1,1,1,1,2,1,1,2,1,2,1,2,1,2,1,3,3,2,3,2,2,2,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,1,2,2,1,2,2,2,2,1,2,4,2,2,1,2,1,2,1,2,1,2,1,2,3,3,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ACTu_DIS_WB>ECMu_PIC_WB@DIS,District,WB,58,500,ACTu,Acton Town,561,ECMu,Ealing Common,133,6,20,40,18,23,26,0,0,1,1,1,1,1,1,2,1,2,1,1,2,1,2,1,2,3,2,2,4,2,2,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,2,1,2,3,1,2,2,4,1,2,1,2,1,2,1,2,1,2,2,3,2,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ECMu_PIC_WB>EBYu_DIS_WB@DIS,District,WB,59,561,ECMu,Ealing Common,560,EBYu,Ealing Broadway,141,12,20,40,18,23,28,1,1,2,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,2,3,2,3,2,3,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,1,2,1,2,1,2,2,1,2,1,3,2,2,2,3,2,2,1,2,1,2,1,2,1,2,1,3,3,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,
WOAd_DLR_IB>KGVd_DLR_IB@DLR,DLR,IB,1,573,WOAd,Woolwich Arsenal,523,KGVd,King George V,260,22,45,75,46,39,33,0,1,3,4,3,3,4,4,4,4,3,4,4,3,4,4,4,4,3,4,4,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,4,4,4,4,3,4,4,3,4,4,4,4,3,4,4,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
KGVd_DLR_IB>LCAd_DLR_IB@DLR,DLR,IB,2,523,KGVd,King George V,533,LCAd,London City Airport,260,21,45,76,44,41,33,0,1,2,4,3,4,3,4,4,3,4,4,4,4,3,4,4,3,5,3,4,4,3,4,2,4,2,4,2,4,2,4,2,4,2,4,2,4,2,4,2,4,3,4,3,4,4,3,4,4,4,4,3,4,4,3,5,3,4,4,3,4,2,4,2,4,2,4,2,4,2,4,2,4,2,4,2,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
LCAd_DLR_IB>PDKd_DLR_IB@DLR,DLR,IB,3,533,LCAd,London City Airport,538,PDKd,Pontoon Dock,260,20,46,75,45,40,34,0,1,2,3,4,3,4,3,4,4,4,4,3,4,4,3,4,4,4,4,4,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,4,3,4,4,4,4,3,4,4,3,4,4,4,4,3,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
PDKd_DLR_IB>WSId_DLR_IB@DLR,DLR,IB,4,538,PDKd,Pontoon Dock,559,WSId,West Silvertown,260,20,46,74,46,40,34,0,1,2,3,4,2,4,4,4,4,3,4,4,3,4,4,4,4,3,5,3,4,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,2,4,4,4,4,3,4,4,3,4,4,4,4,3,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
WSId_DLR_IB>CNTu_DLR_IB@DLR,DLR,IB,5,559,WSId,West Silvertown,884,CNTu,Canning Town,260,20,45,75,45,40,35,0,0,2,3,3,4,3,5,4,3,4,3,4,4,4,4,4,3,4,4,3,4,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,3,4,3,4,4,4,4,4,3,4,3,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
BECd_DLR_IB>GARd_DLR_IB@DLR,DLR,IB,6,895,BECd,Beckton,894,GARd,Gallions Reach,210,14,43,74,45,19,15,0,1,1,2,2,2,2,4,3,4,3,4,4,4,4,4,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,3,4,3,4,4,4,4,4,3,4,2,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
GARd_DLR_IB>CYPd_DLR_IB@DLR,DLR,IB,7,894,GARd,Gallions Reach,893,CYPd,Cyprus,210,13,44,74,44,20,15,0,1,1,2,2,2,2,3,3,4,4,4,4,4,3,4,3,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,3,4,3,4,4,4,4,4,3,4,3,4,3,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
CYPd_DLR_IB>BEPd_DLR_IB@DLR,DLR,IB,8,893,CYPd,Cyprus,891,BEPd,Beckton Park,210,12,45,73,45,19,16,0,0,2,2,2,2,1,3,4,4,4,4,3,4,3,4,4,4,3,4,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,4,3,4,4,4,4,4,3,4,3,4,4,4,3,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
BEPd_DLR_IB>ROAd_DLR_IB@DLR,DLR,IB,9,891,BEPd,Beckton Park,890,ROAd,Royal Albert,210,12,44,73,46,19,16,0,0,2,2,1,2,2,3,4,4,4,3,3,4,4,4,4,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,4,4,4,4,4,3,3,4,4,4,4,4,3,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ROAd_DLR_IB>PRRd_DLR_IB@DLR,DLR,IB,10,890,ROAd,Royal Albert,888,PRRd,Prince Regent,210,12,44,73,45,20,16,0,0,2,1,2,2,2,3,4,3,4,3,4,4,4,4,4,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,3,4,3,4,4,4,4,4,3,4,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
PRRd_DLR_IB>CUHd_DLR_IB@DLR,DLR,IB,11,888,PRRd,Prince Regent,887,CUHd,Custom House,210,11,44,74,44,21,16,0,0,1,2,2,2,2,2,4,3,4,4,4,4,4,3,4,3,5,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,3,4,3,4,4,4,4,4,3,4,3,4,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
CUHd_DLR_IB>ROVd_DLR_IB@DLR,DLR,IB,12,887,CUHd,Custom House,886,ROVd,Royal Victoria,210,11,44,74,44,21,16,0,0,1,2,2,2,2,2,3,4,4,4,4,4,3,4,3,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,3,4,3,4,4,4,4,4,3,4,3,4,4,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ROVd_DLR_IB>CNTu_DLR_IB@DLR,DLR,IB,13,886,ROVd,Royal Victoria,884,CNTu,Canning Town,210,10,45,73,45,21,16,0,0,1,2,2,2,2,1,4,4,4,4,4,3,4,3,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,4,3,4,4,4,4,4,3,4,3,4,4,4,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
CNTu_DLR_IB>STLd_DLR_IB@DLR,DLR,IB,14,884,CNTu,Canning Town,889,STLd,Star Lane,130,10,23,39,22,22,14,0,1,1,2,1,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,3,1,3,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,3,1,3,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
STLd_DLR_IB>WHMu_DLR_IB@DLR,DLR,IB,15,889,STLd,Star Lane,757,WHMu,West Ham,130,10,23,38,23,22,14,0,1,1,1,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,3,1,3,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,1,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,3,1,3,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
WHMu_DLR_IB>ABRd_DLR_IB@DLR,DLR,IB,16,757,WHMu,West Ham,750,ABRd,Abbey Road,130,10,22,39,23,21,15,0,0,2,1,2,1,2,2,2,2,1,2,2,2,2,2,2,2,1,2,3,2,2,2,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,3,2,2,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ABRd_DLR_IB>SHSd_DLR_IB@DLR,DLR,IB,17,750,ABRd,Abbey Road,749,SHSd,Stratford High Street,130,10,22,39,22,22,15,0,0,2,1,2,1,2,2,2,1,2,2,2,2,2,2,2,1,2,2,3,2,2,2,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,3,2,2,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
SHSd_DLR_IB>SFDu_DLR_IB@DLR,DLR,IB,18,749,SHSd,Stratford High Street,719,SFDu,Stratford,130,9,23,39,22,22,15,0,0,2,1,2,1,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,3,2,2,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,3,2,2,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
SFDu_DLR_IB>STId_DLR_IB@DLR,DLR,IB,19,719,SFDu,Stratford,504,STId,Stratford International DLR,130,9,23,39,22,22,15,0,0,1,2,1,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,3,1,3,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,3,1,3,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
CNTu_DLR_IB>EAId_DLR_IB@DLR,DLR,IB,20,884,CNTu,Canning Town,883,EAId,East India,255,23,45,73,45,38,31,0,1,4,3,3,4,4,4,3,4,4,4,3,4,4,4,3,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,4,4,3,4,4,4,3,4,4,4,3,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
EAId_DLR_IB>BLAd_DLR_IB@DLR,DLR,IB,21,883,EAId,East India,882,BLAd,Blackwall,255,22,45,74,45,37,32,0,1,3,3,4,4,3,4,4,4,3,4,4,4,3,4,4,4,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,3,4,4,4,3,4,4,4,3,4,4,4,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
BLAd_DLR_IB>POPd_DLR_IB@DLR,DLR,IB,22,882,BLAd,Blackwall,858,POPd,Poplar,255,22,45,73,45,38,32,0,1,3,3,4,3,4,4,4,3,4,4,4,3,4,4,4,3,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,4,4,4,3,4,4,4,3,4,4,4,3,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
POPd_DLR_IB>WESd_DLR_IB@DLR,DLR,IB,23,858,POPd,Poplar,865,WESd,Westferry,255,21,46,73,45,38,32,0,1,3,3,3,4,4,3,4,4,4,3,4,4,4,3,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,3,4,4,4,3,4,4,4,3,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
LEWd_DLR_IB>ELRd_DLR_IB@DLR,DLR,IB,24,940,LEWd,Lewisham DLR,898,ELRd,Elverson Road,258,15,61,76,45,36,25,0,1,1,1,2,4,3,3,5,5,6,5,6,6,6,5,6,4,3,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,3,4,4,4,3,4,4,4,3,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ELRd_DLR_IB>DEBd_DLR_IB@DLR,DLR,IB,25,898,ELRd,Elverson Road,897,DEBd,Deptford Bridge,258,15,61,75,45,36,26,0,0,2,1,2,3,3,4,4,5,6,6,6,5,6,6,5,4,4,4,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,3,4,4,4,3,4,4,4,3,4,4,4,3,4,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,1,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
DEBd_DLR_IB>GREd_DLR_IB@DLR,DLR,IB,26,897,DEBd,Deptford Bridge,928,GREd,Greenwich,258,14,61,76,45,36,26,0,0,2,1,2,3,3,3,4,6,6,5,6,6,5,5,6,5,3,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,3,4,4,4,3,4,4,4,3,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,1,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
GREd_DLR_IB>CUSd_DLR_IB@DLR,DLR,IB,27,928,GREd,Greenwich,879,CUSd,Cutty Sark,258,14,61,76,45,36,26,0,0,2,1,2,3,2,4,4,6,5,6,5,6,5,6,6,5,3,4,4,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,3,4,4,4,3,4,4,4,3,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,1,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
CUSd_DLR_IB>ISGd_DLR_IB@DLR,DLR,IB,28,879,CUSd,Cutty Sark,856,ISGd,Island Gardens,258,14,60,76,45,36,27,0,0,1,2,1,3,3,4,3,6,5,6,5,6,6,6,5,5,3,4,4,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,3,4,4,4,3,4,4,4,3,4,4,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ISGd_DLR_IB>MUDd_DLR_IB@DLR,DLR,IB,29,856,ISGd,Island Gardens,857,MUDd,Mudchute,258,13,61,76,45,36,27,0,0,1,2,1,3,3,3,4,5,5,6,6,6,5,6,6,5,3,4,4,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,3,4,4,4,3,4,4,4,3,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
